Sample ID,Pressure (PSI),Welding Time (ms),Angle (Deg),Force (N),Current (A),Thickness A (mm),Thickness B (mm),Material,PullTest (N),NuggetDiameter (mm),Category,Comments
7,35,1500,0,68.66,1150.82,0.93,0.937,AISI 1010 carbon steel,3897.5,4.72,Good,DOE
7,35,1500,0,63.82,1137.29,0.93,0.937,AISI 1010 carbon steel,3897.5,4.72,Good,DOE
9,35,200,0,9.88,1120.53,0.932,0.928,AISI 1010 carbon steel,1932.5,2.43,Bad,DOE
9,35,200,0,13.17,1141.81,0.932,0.928,AISI 1010 carbon steel,1932.5,2.43,Bad,DOE
9,35,200,0,16.47,1083.06,0.932,0.928,AISI 1010 carbon steel,1932.5,2.43,Bad,DOE
11,95,1500,0,54.07,1094.12,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,59.21,1007.36,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,64.33,1015.87,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,69.44,1039.3,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,74.53,1086.23,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,79.57,1123.59,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,84.59,1086.23,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,89.59,1068.67,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,94.58,1115.91,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,99.56,1141.81,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,104.52,1109.73,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,109.47,1097.26,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,114.41,1140.31,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,119.33,1190.49,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,124.23,1147.82,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
11,95,1500,0,129.13,1112.82,0.937,0.927,AISI 1010 carbon steel,3816.0,3.3,Good,DOE
12,95,200,0,0.0,1187.59,0.929,0.915,AISI 1010 carbon steel,1832.5,2.91,Bad,DOE
12,95,200,0,8.28,1260.66,0.929,0.915,AISI 1010 carbon steel,1832.5,2.91,Bad,DOE
12,95,200,0,16.55,1357.87,0.929,0.915,AISI 1010 carbon steel,1832.5,2.91,Bad,DOE
15,35,1500,0,0.0,829.45,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,3.3,1112.82,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,6.6,1210.54,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,9.91,1128.18,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,13.22,1087.81,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,16.55,1194.81,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,19.89,1323.23,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,23.23,1266.1,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,26.57,1175.95,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,29.9,1167.14,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,33.24,1306.22,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,36.58,1374.24,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,39.91,1235.85,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,43.25,1047.54,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
15,35,1500,0,46.58,1123.59,0.931,0.938,AISI 1010 carbon steel,5634.8,4.55,Good,DOE
17,95,200,15,0.0,1982.89,1.057,0.936,AISI 1010 carbon steel,2685.9,2.63,Bad,DOE
17,95,200,15,3.34,1972.45,1.057,0.936,AISI 1010 carbon steel,2685.9,2.63,Bad,DOE
17,95,200,15,6.67,1840.75,1.057,0.936,AISI 1010 carbon steel,2685.9,2.63,Bad,DOE
18,95,200,15,53.89,2173.26,0.929,0.925,AISI 1010 carbon steel,2334.7,2.96,Bad,DOE
18,95,200,15,53.94,2314.3,0.929,0.925,AISI 1010 carbon steel,2334.7,2.96,Bad,DOE
18,95,200,15,53.95,2323.94,0.929,0.925,AISI 1010 carbon steel,2334.7,2.96,Bad,DOE
24,35,200,15,10.11,1320.63,0.938,0.925,AISI 1010 carbon steel,2522.1,2.6,Bad,DOE
24,35,200,15,13.52,1209.12,0.938,0.925,AISI 1010 carbon steel,2522.1,2.6,Bad,DOE
24,35,200,15,16.93,1178.87,0.938,0.925,AISI 1010 carbon steel,2522.1,2.6,Bad,DOE
26,35,200,15,30.61,1257.92,0.928,0.933,AISI 1010 carbon steel,2144.9,2.68,Bad,DOE
26,35,200,15,34.03,1402.73,0.928,0.933,AISI 1010 carbon steel,2144.9,2.68,Bad,DOE
26,35,200,15,37.45,1381.73,0.928,0.933,AISI 1010 carbon steel,2144.9,2.68,Bad,DOE
27,35,1500,15,0.0,1405.18,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,3.41,1456.86,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,6.82,1400.27,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,10.23,1375.49,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,13.66,1275.58,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,17.1,1213.38,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,20.54,1249.69,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,23.99,1180.33,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,27.44,1149.32,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,30.89,1144.82,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,34.33,1158.26,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,37.77,1181.79,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,41.21,1068.67,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,44.64,1063.83,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
27,35,1500,15,48.08,1097.26,0.936,0.953,AISI 1010 carbon steel,5339.5,3.92,Good,DOE
29,95,1500,15,55.05,1275.58,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,59.92,1287.65,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,64.8,1224.67,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,69.69,1248.32,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,74.57,1292.99,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,79.4,1276.92,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,84.2,1257.92,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,88.98,1295.64,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,93.74,1361.66,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,98.52,1345.14,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,103.31,1207.7,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,108.1,1203.42,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,112.89,1231.67,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,117.68,1271.52,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
29,95,1500,15,122.48,1252.44,0.947,0.957,AISI 1010 carbon steel,5158.6,3.7,Explode,DOE
30,95,1500,15,127.36,1494.16,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.27,1342.58,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.4,1278.27,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.43,1283.64,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.49,1329.71,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.53,1331.0,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.54,1292.99,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.62,1300.94,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.74,1327.12,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,132.88,1372.99,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,133.02,1338.73,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,133.18,1302.26,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,133.34,1318.02,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,133.45,1352.79,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
30,95,1500,15,133.53,1304.9,0.949,0.994,AISI 1010 carbon steel,5277.7,3.91,Good,DOE
33,95,200,15,0.0,1675.41,0.927,0.924,AISI 1010 carbon steel,2132.9,2.55,Bad,DOE
33,95,200,15,8.25,1985.49,0.927,0.924,AISI 1010 carbon steel,2132.9,2.55,Bad,DOE
33,95,200,15,16.51,2119.57,0.927,0.924,AISI 1010 carbon steel,2132.9,2.55,Bad,DOE
35,60,1000,0,77.25,1314.1,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,77.17,2134.12,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,77.11,2717.01,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,77.05,2872.1,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,76.98,3094.08,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,76.93,3116.79,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,76.89,3059.99,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,76.89,3065.04,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,76.95,3207.63,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,77.0,3211.91,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
35,60,1000,0,77.05,3115.14,0.629,0.632,AISI 1010 carbon steel,3215.0,4.48,Good,
36,60,1000,0,77.07,1568.3,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.1,2591.29,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.12,2807.3,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.15,3182.32,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.17,2867.91,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.19,3085.73,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.21,3055.49,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.26,3385.03,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.32,2997.52,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
36,60,1000,0,77.37,3176.92,0.647,0.638,AISI 1010 carbon steel,3608.1,4.02,Good,
38,60,1000,0,77.25,1709.96,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.22,2537.63,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.19,2818.3,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.16,2901.3,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.13,3242.29,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.1,3277.64,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.07,3041.95,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.06,3095.75,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.1,3249.71,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.14,3376.89,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
38,60,1000,0,77.18,3085.18,0.644,0.639,AISI 1010 carbon steel,3270.8,4.4,Good,
39,60,1000,0,77.17,1423.42,0.638,0.627,AISI 1010 carbon steel,3145.4,3.88,Good,
39,60,1000,0,77.14,3447.46,0.638,0.627,AISI 1010 carbon steel,3145.4,3.88,Good,
42,60,1000,0,77.05,1470.96,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.03,2281.37,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.02,3080.71,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.01,2722.7,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.01,2935.48,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.01,2929.03,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.01,3369.24,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.01,2850.46,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.06,3062.23,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.11,2930.79,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
42,60,1000,0,77.15,3424.44,0.644,0.645,AISI 1010 carbon steel,3394.2,4.3,Good,
43,60,1000,0,77.16,1543.98,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.17,1821.96,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.18,2545.08,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.18,3291.78,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.18,3084.62,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.19,2997.52,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.2,2930.79,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.25,3434.47,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.3,3192.58,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.35,3066.73,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
43,60,1000,0,77.39,2983.72,0.639,0.634,AISI 1010 carbon steel,3391.8,4.24,Good,
44,60,1000,0,77.38,1447.39,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.37,2450.74,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.37,2907.81,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.37,3104.07,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.37,2823.18,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.38,2882.27,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.39,3096.31,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.43,3222.07,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.46,2906.63,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
44,60,1000,0,77.5,2962.31,0.624,0.624,AISI 1010 carbon steel,3232.2,4.12,Good,
45,60,1000,0,77.49,1262.02,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.47,1584.66,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.45,2427.47,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.44,2799.32,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.43,2812.8,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.42,3253.41,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.41,2792.55,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.41,3036.29,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.46,2961.15,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.5,3396.19,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
45,60,1000,0,77.53,2857.7,0.636,0.62,AISI 1010 carbon steel,3299.1,4.21,Good,
46,60,1000,0,77.54,1830.44,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.55,2447.93,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.55,3143.17,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.56,3444.47,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.56,2995.22,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.57,3088.52,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.58,3367.71,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.63,3580.12,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.69,3041.38,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.74,3133.85,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
46,60,1000,0,77.78,3348.76,0.63,0.631,AISI 1010 carbon steel,3158.6,3.65,Good,
47,60,1000,0,77.78,1623.27,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.79,1692.77,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.79,2440.9,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.79,2832.3,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.8,2790.09,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.8,3354.41,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.8,2852.27,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.83,3050.42,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.86,2877.49,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.89,3432.46,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
47,60,1000,0,77.92,2934.31,0.627,0.636,AISI 1010 carbon steel,3298.5,4.62,Good,
48,60,1000,0,77.9,855.98,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.88,1932.82,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.87,2536.95,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.85,2991.78,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.82,3235.92,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.79,2826.22,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.77,2930.2,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.81,3100.75,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.83,3347.22,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.85,2889.42,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
48,60,1000,0,77.87,3036.29,0.64,0.629,AISI 1010 carbon steel,3278.2,4.22,Good,
49,60,1000,0,77.87,1234.46,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.87,2591.95,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.86,2790.7,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.86,2838.37,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.85,2829.27,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.84,3358.0,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.84,3152.46,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.88,2991.2,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.92,2953.59,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
49,60,1000,0,77.96,3375.87,0.656,0.64,AISI 1010 carbon steel,3245.9,3.8,Good,
